"test_key","test","q","n","theta","risk_p","risk_p05","risk_ejab","risk_bic","risk_tsbf","delta_p_minus_ejab","delta_p05_minus_ejab","delta_bic_minus_ejab","delta_tsbf_minus_ejab"
"anova","One-way ANOVA",3,36,0.336111111111111,0.45929540741679,0.362241539413873,0.297882221790313,NA,NA,0.161413185626477,0.0643593176235605,NA,NA
"anova","One-way ANOVA",3,36,0.355555555555556,0.45128360116837,0.344304950579769,0.278824608607741,NA,NA,0.172458992560629,0.065480341972028,NA,NA
"anova","One-way ANOVA",3,36,0.375,0.442177517270889,0.325574942103211,0.260060508824578,NA,NA,0.182117008446311,0.0655144332786325,NA,NA
"anova","One-way ANOVA",3,36,0.394444444444444,0.431923707264036,0.306220726059941,0.241794359303367,NA,NA,0.190129347960668,0.0644263667565738,NA,NA
"anova","One-way ANOVA",3,36,0.413888888888889,0.420485900794077,0.286431747356659,0.224214283504194,NA,NA,0.196271617289884,0.0622174638524651,NA,NA
"anova","One-way ANOVA",3,36,0.433333333333333,0.407848448511686,0.26641231991932,0.207486507077783,NA,NA,0.200361941433903,0.0589258128415368,NA,NA
"anova","One-way ANOVA",3,36,0.452777777777778,0.39401931821138,0.246375390453717,0.19175082595023,NA,NA,0.20226849226115,0.0546245645034872,NA,NA
"anova","One-way ANOVA",3,36,0.472222222222222,0.379032416176936,0.226535746225629,0.177117364576331,NA,NA,0.201915051600604,0.0494183816492972,NA,NA
"anova","One-way ANOVA",3,36,0.491666666666667,0.362949046644525,0.207103045147127,0.163664766802524,NA,NA,0.199284279842001,0.0434382783446033,NA,NA
"anova","One-way ANOVA",3,36,0.511111111111111,0.345858331111649,0.188275050766141,0.15143984905201,NA,NA,0.194418482059639,0.0368352017141311,NA,NA
"anova","One-way ANOVA",3,36,0.530555555555556,0.327876485935318,0.170231446497847,0.140458650571787,NA,NA,0.187417835363531,0.0297727959260601,NA,NA
"anova","One-way ANOVA",3,36,0.55,0.309144900195305,0.153128567103214,0.130708726489511,NA,NA,0.178436173705794,0.0224198406137033,NA,NA
"anova","One-way ANOVA",3,36,0.569444444444445,0.289827037239365,0.137095304142819,0.122152451180156,NA,NA,0.167674586059209,0.014942852962663,NA,NA
"anova","One-way ANOVA",3,36,0.588888888888889,0.270104263199349,0.122230373727591,0.11473106051498,NA,NA,0.15537320268437,0.00749931321261099,NA,NA
"anova","One-way ANOVA",3,36,0.608333333333333,0.250170766567851,0.10860102435523,0.108369132846414,NA,NA,0.141801633721437,0.000231891508816806,NA,NA
"anova","One-way ANOVA",3,36,0.627777777777778,0.230227812230407,0.0962431709464382,0.102979221910197,NA,NA,0.12724859032021,-0.00673605096375846,NA,NA
"anova","One-way ANOVA",3,36,0.647222222222222,0.210477604810616,0.0851628530037408,0.0984663679837002,NA,NA,0.112011236826916,-0.0133035149799594,NA,NA
"anova","One-way ANOVA",3,36,0.666666666666667,0.191117083265458,0.0753388282577535,0.0947322684286814,NA,NA,0.096384814836777,-0.019393440170928,NA,NA
"anova","One-way ANOVA",3,36,0.686111111111111,0.172331956392779,0.0667260625934125,0.0916789333435978,NA,NA,0.0806530230491813,-0.0249528707501853,NA,NA
"anova","One-way ANOVA",3,36,0.705555555555556,0.154291292184865,0.0592598458474319,0.0892117210951492,NA,NA,0.0650795710897157,-0.0299518752477173,NA,NA
"anova","One-way ANOVA",3,36,0.725,0.137142915719142,0.0528602419796196,0.0872416932737543,NA,NA,0.0499012224453875,-0.0343814512941347,NA,NA
"anova","One-way ANOVA",3,36,0.744444444444444,0.121009834666386,0.0474366023513412,0.0856872930160658,NA,NA,0.03532254165032,-0.0382506906647246,NA,NA
"anova","One-way ANOVA",3,36,0.763888888888889,0.105987821229635,0.0428919032928588,0.0844753846088706,NA,NA,0.0215124366207641,-0.0415834813160118,NA,NA
"anova","One-way ANOVA",3,36,0.783333333333333,0.0921442236880385,0.03912670288222,0.0835417324966837,NA,NA,0.00860249119135481,-0.0444150296144637,NA,NA
"anova","One-way ANOVA",3,36,0.802777777777778,0.0795179828404065,0.0360425732956923,0.0828310077540678,NA,NA,-0.00331302491366131,-0.0467884344583755,NA,NA
"anova","One-way ANOVA",3,36,0.822222222222222,0.0681207775671606,0.0335449209723067,0.0822964286180761,NA,NA,-0.0141756510509154,-0.0487515076457694,NA,NA
"anova","One-way ANOVA",3,36,0.841666666666667,0.0579391432370707,0.0315451506880795,0.0818991363228852,NA,NA,-0.0239599930858145,-0.0503539856348057,NA,NA
"anova","One-way ANOVA",3,36,0.861111111111111,0.0489373804363417,0.0299621845191764,0.081607399914053,NA,NA,-0.0326700194777113,-0.0516452153948766,NA,NA
"anova","One-way ANOVA",3,36,0.880555555555556,0.0410610246907394,0.0287233840501829,0.0813957357825192,NA,NA,-0.0403347110917798,-0.0526723517323364,NA,NA
"anova","One-way ANOVA",3,36,0.9,0.0342406551630657,0.027764944478088,0.0812440045064849,NA,NA,-0.0470033493434192,-0.0534790600283969,NA,NA
"anova","One-way ANOVA",3,36,0.925,0.0268928830525608,0.0268570686073468,0.0811122060720204,NA,NA,-0.0542193230194595,-0.0542551374646735,NA,NA
"anova","One-way ANOVA",3,36,0.95,0.0209697772961976,0.0262257705982435,0.0810292641082082,NA,NA,-0.0600594868120105,-0.0548034935099647,NA,NA
"anova","One-way ANOVA",3,36,0.975,0.0162765334504341,0.0257950292427307,0.0809780989368755,NA,NA,-0.0647015654864414,-0.0551830696941447,NA,NA
"anova","One-way ANOVA",3,36,1,0.0126212228918206,0.0255066483883389,0.0809471599405587,NA,NA,-0.0683259370487381,-0.0554405115522197,NA,NA
