"test_key","test","q","n","theta","null_valid_reps","alt_valid_reps","alpha_p","power_p","alpha_ejab","power_ejab","alpha_bic","power_bic","alpha_tsbf","power_tsbf","risk_p","risk_ejab","risk_bic","risk_tsbf","delta_p_minus_ejab","delta_bic_minus_ejab","delta_tsbf_minus_ejab"
"kruskal","Kruskal-Wallis",4,120,0.5,2000,500,0.008,1,0.04,1,NA,NA,0.0405,1,0.004,0.02,NA,0.02025,-0.016,NA,0.000249999999999972
"kruskal","Kruskal-Wallis",4,120,0.8,2000,500,0.008,1,0.04,1,NA,NA,0.0405,1,0.004,0.02,NA,0.02025,-0.016,NA,0.000249999999999972
"kruskal","Kruskal-Wallis",4,250,0.05,2000,500,0.003,0.03,0.036,0.102,NA,NA,0.048,0.11,0.4865,0.467,NA,0.469,0.0194999999999999,NA,0.002
"kruskal","Kruskal-Wallis",4,250,0.1,2000,500,0.003,0.134,0.036,0.328,NA,NA,0.048,0.34,0.4345,0.354,NA,0.354,0.0805,NA,0
"kruskal","Kruskal-Wallis",4,250,0.2,2000,500,0.003,0.75,0.036,0.916,NA,NA,0.048,0.924,0.1265,0.06,NA,0.062,0.0665,NA,0.002
"kruskal","Kruskal-Wallis",4,250,0.35,2000,500,0.003,1,0.036,1,NA,NA,0.048,1,0.00149999999999995,0.018,NA,0.024,-0.0165000000000001,NA,0.006
"kruskal","Kruskal-Wallis",4,250,0.5,2000,500,0.003,1,0.036,1,NA,NA,0.048,1,0.00149999999999995,0.018,NA,0.024,-0.0165000000000001,NA,0.006
"kruskal","Kruskal-Wallis",4,250,0.8,2000,500,0.003,1,0.036,1,NA,NA,0.048,1,0.00149999999999995,0.018,NA,0.024,-0.0165000000000001,NA,0.006
"kruskal","Kruskal-Wallis",4,500,0.05,2000,500,0.0045,0.04,0.035,0.122,NA,NA,0.049,0.148,0.48225,0.4565,NA,0.4505,0.02575,NA,-0.006
"kruskal","Kruskal-Wallis",4,500,0.1,2000,500,0.0045,0.31,0.035,0.532,NA,NA,0.049,0.588,0.34725,0.2515,NA,0.2305,0.09575,NA,-0.021
"kruskal","Kruskal-Wallis",4,500,0.2,2000,500,0.0045,0.992,0.035,1,NA,NA,0.049,1,0.00624999999999998,0.0175,NA,0.0245,-0.01125,NA,0.00700000000000001
"kruskal","Kruskal-Wallis",4,500,0.35,2000,500,0.0045,1,0.035,1,NA,NA,0.049,1,0.00224999999999997,0.0175,NA,0.0245,-0.01525,NA,0.00700000000000001
"kruskal","Kruskal-Wallis",4,500,0.5,2000,500,0.0045,1,0.035,1,NA,NA,0.049,1,0.00224999999999997,0.0175,NA,0.0245,-0.01525,NA,0.00700000000000001
"kruskal","Kruskal-Wallis",4,500,0.8,2000,500,0.0045,1,0.035,1,NA,NA,0.049,1,0.00224999999999997,0.0175,NA,0.0245,-0.01525,NA,0.00700000000000001
"lm","Linear regression",1,30,0.05,2000,500,0.0065,0.006,0.0175,0.022,0.028,0.032,0,0,0.50025,0.49775,0.498,0.5,0.00249999999999995,0.000249999999999972,0.00224999999999997
"lm","Linear regression",1,30,0.1,2000,500,0.0065,0.008,0.0175,0.032,0.028,0.042,0.003,0.002,0.49925,0.49275,0.493,0.5005,0.00649999999999995,0.000249999999999972,0.00774999999999992
"lm","Linear regression",1,30,0.2,2000,500,0.0065,0.03,0.0175,0.072,0.028,0.094,0.042,0.14,0.48825,0.47275,0.467,0.451,0.0154999999999999,-0.00575000000000003,-0.02175
"lm","Linear regression",1,30,0.35,2000,500,0.0065,0.15,0.0175,0.264,0.028,0.294,0.051,0.402,0.42825,0.37675,0.367,0.3245,0.0514999999999999,-0.00975000000000004,-0.0522500000000001
"lm","Linear regression",1,30,0.5,2000,500,0.0065,0.388,0.0175,0.596,0.028,0.664,0.04,0.708,0.30925,0.21075,0.182,0.166,0.0984999999999999,-0.0287500000000001,-0.04475
"lm","Linear regression",1,30,0.8,2000,500,0.0065,0.868,0.0175,0.938,0.028,0.96,0.0185,0.942,0.06925,0.0397500000000001,0.034,0.03825,0.0294999999999999,-0.00575000000000003,-0.00150000000000006
"lm","Linear regression",1,60,0.05,2000,500,0.008,0.002,0.0155,0.01,0.0185,0.018,0,0,0.503,0.50275,0.50025,0.5,0.000249999999999972,-0.00250000000000006,-0.00275000000000003
"lm","Linear regression",1,60,0.1,2000,500,0.008,0.024,0.0155,0.034,0.0185,0.04,0.024,0.048,0.492,0.49075,0.48925,0.488,0.00124999999999997,-0.00150000000000006,-0.00275000000000003
